"행정구역","2026년06월_계_총인구수","2026년06월_계_연령구간인구수","2026년06월_계_0~4세","2026년06월_계_5~9세","2026년06월_계_10~14세","2026년06월_계_15~19세","2026년06월_계_20~24세","2026년06월_계_25~29세","2026년06월_계_30~34세","2026년06월_계_35~39세","2026년06월_계_40~44세","2026년06월_계_45~49세","2026년06월_계_50~54세","2026년06월_계_55~59세","2026년06월_계_60~64세","2026년06월_계_65~69세","2026년06월_계_70~74세","2026년06월_계_75~79세","2026년06월_계_80~84세","2026년06월_계_85~89세","2026년06월_계_90~94세","2026년06월_계_95~99세","2026년06월_계_100세 이상","2026년06월_남_총인구수","2026년06월_남_연령구간인구수","2026년06월_남_0~4세","2026년06월_남_5~9세","2026년06월_남_10~14세","2026년06월_남_15~19세","2026년06월_남_20~24세","2026년06월_남_25~29세","2026년06월_남_30~34세","2026년06월_남_35~39세","2026년06월_남_40~44세","2026년06월_남_45~49세","2026년06월_남_50~54세","2026년06월_남_55~59세","2026년06월_남_60~64세","2026년06월_남_65~69세","2026년06월_남_70~74세","2026년06월_남_75~79세","2026년06월_남_80~84세","2026년06월_남_85~89세","2026년06월_남_90~94세","2026년06월_남_95~99세","2026년06월_남_100세 이상","2026년06월_여_총인구수","2026년06월_여_연령구간인구수","2026년06월_여_0~4세","2026년06월_여_5~9세","2026년06월_여_10~14세","2026년06월_여_15~19세","2026년06월_여_20~24세","2026년06월_여_25~29세","2026년06월_여_30~34세","2026년06월_여_35~39세","2026년06월_여_40~44세","2026년06월_여_45~49세","2026년06월_여_50~54세","2026년06월_여_55~59세","2026년06월_여_60~64세","2026년06월_여_65~69세","2026년06월_여_70~74세","2026년06월_여_75~79세","2026년06월_여_80~84세","2026년06월_여_85~89세","2026년06월_여_90~94세","2026년06월_여_95~99세","2026년06월_여_100세 이상"
"경기도 수원시 (4111000000)","1,185,770","1,185,770","32,543","38,330","53,410","56,690","64,687","94,344","103,824","85,213","87,788","94,676","98,987","100,626","85,870","74,131","45,919","29,905","20,543","12,347","4,784","998","155","595,044","595,044","16,664","19,736","27,482","29,223","33,369","49,116","55,488","44,740","45,049","47,715","49,264","49,329","42,848","36,544","21,361","13,205","8,186","4,223","1,288","187","27","590,726","590,726","15,879","18,594","25,928","27,467","31,318","45,228","48,336","40,473","42,739","46,961","49,723","51,297","43,022","37,587","24,558","16,700","12,357","8,124","3,496","811","128"
"경기도 수원시 장안구 (4111100000)","269,984","269,984","5,941","7,412","11,298","13,498","16,536","20,607","19,639","15,926","17,049","20,560","23,645","25,292","21,701","19,111","12,011","8,223","5,994","3,690","1,497","319","35","135,404","135,404","3,080","3,716","5,827","7,003","8,901","11,439","10,581","8,385","8,687","10,154","11,671","12,371","10,943","9,405","5,529","3,576","2,346","1,325","401","57","7","134,580","134,580","2,861","3,696","5,471","6,495","7,635","9,168","9,058","7,541","8,362","10,406","11,974","12,921","10,758","9,706","6,482","4,647","3,648","2,365","1,096","262","28"
"경기도 수원시 권선구 (4111300000)","360,286","360,286","9,556","10,892","15,761","15,882","16,913","26,970","32,073","25,717","27,126","28,518","29,455","31,478","28,451","25,013","15,347","9,547","6,223","3,661","1,381","281","41","181,566","181,566","4,911","5,639","8,111","8,130","8,624","13,790","17,378","13,754","14,216","14,805","14,799","15,225","14,122","12,331","7,253","4,347","2,503","1,193","375","55","5","178,720","178,720","4,645","5,253","7,650","7,752","8,289","13,180","14,695","11,963","12,910","13,713","14,656","16,253","14,329","12,682","8,094","5,200","3,720","2,468","1,006","226","36"
"경기도 수원시 팔달구 (4111500000)","193,401","193,401","4,826","5,360","6,001","7,122","10,592","17,178","18,559","14,217","13,053","13,402","15,487","16,352","14,490","13,476","9,099","6,208","4,295","2,551","923","168","42","97,017","97,017","2,456","2,777","3,031","3,694","5,269","8,599","10,001","7,721","6,995","6,941","7,798","8,195","7,274","6,541","4,127","2,667","1,762","871","257","35","6","96,384","96,384","2,370","2,583","2,970","3,428","5,323","8,579","8,558","6,496","6,058","6,461","7,689","8,157","7,216","6,935","4,972","3,541","2,533","1,680","666","133","36"
"경기도 수원시 영통구 (4111700000)","362,099","362,099","12,220","14,666","20,350","20,188","20,646","29,589","33,553","29,353","30,560","32,196","30,400","27,504","21,228","16,531","9,462","5,927","4,031","2,445","983","230","37","181,057","181,057","6,217","7,604","10,513","10,396","10,575","15,288","17,528","14,880","15,151","15,815","14,996","13,538","10,509","8,267","4,452","2,615","1,575","834","255","40","9","181,042","181,042","6,003","7,062","9,837","9,792","10,071","14,301","16,025","14,473","15,409","16,381","15,404","13,966","10,719","8,264","5,010","3,312","2,456","1,611","728","190","28"
"경기도 성남시 (4113000000)","902,344","902,344","24,454","29,300","39,692","41,000","41,560","60,536","70,250","64,147","68,249","71,435","74,253","75,356","66,235","64,394","43,647","29,782","20,137","11,950","4,682","1,130","155","445,426","445,426","12,534","14,878","20,282","20,858","21,066","30,833","36,806","32,562","34,156","35,260","36,679","37,523","32,549","31,147","20,587","13,268","8,428","4,409","1,319","249","33","456,918","456,918","11,920","14,422","19,410","20,142","20,494","29,703","33,444","31,585","34,093","36,175","37,574","37,833","33,686","33,247","23,060","16,514","11,709","7,541","3,363","881","122"
"경기도 성남시 수정구 (4113100000)","234,639","234,639","6,435","6,736","7,664","8,428","10,951","16,291","19,170","17,290","17,097","16,853","18,187","19,899","18,773","18,851","13,131","8,936","5,651","2,976","1,044","247","29","118,540","118,540","3,307","3,431","3,878","4,235","5,663","8,604","10,339","9,195","9,085","8,859","9,420","10,147","9,485","9,090","6,150","3,982","2,316","1,033","269","46","6","116,099","116,099","3,128","3,305","3,786","4,193","5,288","7,687","8,831","8,095","8,012","7,994","8,767","9,752","9,288","9,761","6,981","4,954","3,335","1,943","775","201","23"
"경기도 성남시 중원구 (4113300000)","200,064","200,064","4,791","4,951","6,426","7,298","8,718","14,006","16,773","14,023","14,080","14,153","15,637","17,249","16,810","17,132","11,424","7,762","4,931","2,731","914","210","45","100,615","100,615","2,372","2,547","3,311","3,766","4,427","7,235","9,052","7,649","7,468","7,401","8,023","8,664","8,241","8,359","5,364","3,480","2,039","938","239","32","8","99,449","99,449","2,419","2,404","3,115","3,532","4,291","6,771","7,721","6,374","6,612","6,752","7,614","8,585","8,569","8,773","6,060","4,282","2,892","1,793","675","178","37"
"경기도 성남시 분당구 (4113500000)","467,641","467,641","13,228","17,613","25,602","25,274","21,891","30,239","34,307","32,834","37,072","40,429","40,429","38,208","30,652","28,411","19,092","13,084","9,555","6,243","2,724","673","81","226,271","226,271","6,855","8,900","13,093","12,857","10,976","14,994","17,415","15,718","17,603","19,000","19,236","18,712","14,823","13,698","9,073","5,806","4,073","2,438","811","171","19","241,370","241,370","6,373","8,713","12,509","12,417","10,915","15,245","16,892","17,116","19,469","21,429","21,193","19,496","15,829","14,713","10,019","7,278","5,482","3,805","1,913","502","62"
"경기도 의정부시 (4115000000)","461,917","461,917","11,668","14,641","19,093","20,348","22,384","29,897","32,321","28,600","32,483","34,955","39,493","42,071","37,565","34,968","23,272","16,216","11,761","7,123","2,461","533","64","226,550","226,550","5,933","7,595","9,803","10,536","11,138","14,860","16,722","14,735","16,768","17,796","19,387","20,481","18,314","16,784","10,675","7,021","4,713","2,485","680","112","12","235,367","235,367","5,735","7,046","9,290","9,812","11,246","15,037","15,599","13,865","15,715","17,159","20,106","21,590","19,251","18,184","12,597","9,195","7,048","4,638","1,781","421","52"
"경기도 안양시 (4117000000)","562,305","562,305","17,349","17,825","23,867","24,830","25,758","36,340","45,400","42,026","41,364","41,359","45,125","47,957","44,322","42,856","27,363","17,123","11,125","6,859","2,750","630","77","277,046","277,046","8,937","9,047","12,190","12,684","13,243","18,606","23,372","21,742","21,265","20,523","21,953","22,975","21,341","20,427","13,239","7,862","4,560","2,281","664","120","15","285,259","285,259","8,412","8,778","11,677","12,146","12,515","17,734","22,028","20,284","20,099","20,836","23,172","24,982","22,981","22,429","14,124","9,261","6,565","4,578","2,086","510","62"
"경기도 안양시 만안구 (4117100000)","233,711","233,711","6,576","5,910","7,355","8,731","10,677","15,505","18,940","16,445","15,485","15,645","17,911","20,900","20,454","20,320","13,377","8,734","5,734","3,415","1,288","266","43","116,312","116,312","3,364","2,973","3,806","4,447","5,459","8,025","9,969","8,770","8,273","8,086","8,940","10,050","10,020","9,733","6,424","4,047","2,388","1,139","339","53","7","117,399","117,399","3,212","2,937","3,549","4,284","5,218","7,480","8,971","7,675","7,212","7,559","8,971","10,850","10,434","10,587","6,953","4,687","3,346","2,276","949","213","36"
"경기도 안양시 동안구 (4117300000)","328,594","328,594","10,773","11,915","16,512","16,099","15,081","20,835","26,460","25,581","25,879","25,714","27,214","27,057","23,868","22,536","13,986","8,389","5,391","3,444","1,462","364","34","160,734","160,734","5,573","6,074","8,384","8,237","7,784","10,581","13,403","12,972","12,992","12,437","13,013","12,925","11,321","10,694","6,815","3,815","2,172","1,142","325","67","8","167,860","167,860","5,200","5,841","8,128","7,862","7,297","10,254","13,057","12,609","12,887","13,277","14,201","14,132","12,547","11,842","7,171","4,574","3,219","2,302","1,137","297","26"
"경기도 부천시 (4119000000)","755,453","755,453","16,575","21,062","29,219","32,067","33,877","48,782","55,505","48,822","53,151","56,612","62,175","69,077","67,166","65,720","40,796","25,066","15,778","9,350","3,656","883","114","371,693","371,693","8,419","10,813","15,017","16,388","17,138","24,521","28,981","25,226","27,256","28,534","30,919","33,008","32,286","31,714","19,400","11,524","6,429","3,050","885","170","15","383,760","383,760","8,156","10,249","14,202","15,679","16,739","24,261","26,524","23,596","25,895","28,078","31,256","36,069","34,880","34,006","21,396","13,542","9,349","6,300","2,771","713","99"
"경기도 부천시 원미구 (4119200000)","382,339","382,339","8,549","10,695","14,973","16,561","17,886","26,072","29,287","25,773","27,438","28,735","31,452","34,388","33,286","32,184","19,491","11,741","7,236","4,312","1,788","435","57","187,207","187,207","4,302","5,464","7,716","8,393","8,906","12,864","15,121","13,110","13,948","14,233","15,457","16,400","15,875","15,700","9,364","5,470","2,972","1,389","445","71","7","195,132","195,132","4,247","5,231","7,257","8,168","8,980","13,208","14,166","12,663","13,490","14,502","15,995","17,988","17,411","16,484","10,127","6,271","4,264","2,923","1,343","364","50"
"경기도 부천시 소사구 (4119400000)","224,202","224,202","5,671","7,277","9,513","9,838","9,402","12,480","15,236","14,677","16,895","17,941","18,021","18,807","18,681","19,327","12,914","8,207","4,971","2,921","1,128","257","38","109,566","109,566","2,893","3,770","4,853","5,000","4,732","6,322","7,867","7,513","8,590","9,089","9,025","8,843","8,776","9,006","5,993","3,801","2,124","1,026","277","62","4","114,636","114,636","2,778","3,507","4,660","4,838","4,670","6,158","7,369","7,164","8,305","8,852","8,996","9,964","9,905","10,321","6,921","4,406","2,847","1,895","851","195","34"
"경기도 부천시 오정구 (4119600000)","148,912","148,912","2,355","3,090","4,733","5,668","6,589","10,230","10,982","8,372","8,818","9,936","12,702","15,882","15,199","14,209","8,391","5,118","3,571","2,117","740","191","19","74,920","74,920","1,224","1,579","2,448","2,995","3,500","5,335","5,993","4,603","4,718","5,212","6,437","7,765","7,635","7,008","4,043","2,253","1,333","635","163","37","4","73,992","73,992","1,131","1,511","2,285","2,673","3,089","4,895","4,989","3,769","4,100","4,724","6,265","8,117","7,564","7,201","4,348","2,865","2,238","1,482","577","154","15"
"경기도 광명시 (4121000000)","303,666","303,666","9,214","9,883","13,468","14,548","14,671","18,424","23,572","21,862","22,984","24,042","26,155","25,441","22,281","21,803","14,917","9,282","5,990","3,372","1,407","299","51","148,648","148,648","4,809","4,986","6,881","7,372","7,640","9,148","11,931","11,311","11,604","11,734","12,811","12,374","10,934","10,103","6,927","4,189","2,347","1,144","338","53","12","155,018","155,018","4,405","4,897","6,587","7,176","7,031","9,276","11,641","10,551","11,380","12,308","13,344","13,067","11,347","11,700","7,990","5,093","3,643","2,228","1,069","246","39"
"경기도 평택시 (4122000000)","619,670","619,670","21,608","24,682","30,481","28,856","27,682","44,472","53,943","47,790","50,320","51,619","52,078","50,907","41,700","35,745","22,276","14,876","10,705","6,794","2,535","534","67","325,937","325,937","11,083","12,467","15,425","14,766","15,027","25,465","30,904","26,661","27,538","28,080","27,810","26,511","21,910","18,013","10,510","6,568","4,151","2,277","642","116","13","293,733","293,733","10,525","12,215","15,056","14,090","12,655","19,007","23,039","21,129","22,782","23,539","24,268","24,396","19,790","17,732","11,766","8,308","6,554","4,517","1,893","418","54"
"경기도 송탄출장소 (4122200000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 안중출장소 (4122400000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 동두천시 (4125000000)","86,265","86,265","1,402","2,050","3,324","4,013","3,783","4,488","4,468","3,815","5,040","5,945","7,420","8,292","7,822","7,967","5,572","4,325","3,384","2,211","742","184","18","42,973","42,973","730","1,043","1,744","1,979","1,977","2,433","2,496","2,017","2,559","3,043","3,837","4,368","4,086","3,964","2,567","1,846","1,284","736","218","41","5","43,292","43,292","672","1,007","1,580","2,034","1,806","2,055","1,972","1,798","2,481","2,902","3,583","3,924","3,736","4,003","3,005","2,479","2,100","1,475","524","143","13"
"경기도 안산시 (4127000000)","609,240","609,240","12,613","15,923","23,411","28,310","33,234","46,276","46,849","36,207","38,383","45,108","55,685","63,281","56,305","46,029","24,981","15,386","10,775","6,854","2,873","629","128","312,005","312,005","6,359","8,179","11,877","14,604","17,247","25,011","26,116","19,992","20,404","23,390","28,023","31,424","29,151","23,932","12,234","6,980","4,182","2,086","671","112","31","297,235","297,235","6,254","7,744","11,534","13,706","15,987","21,265","20,733","16,215","17,979","21,718","27,662","31,857","27,154","22,097","12,747","8,406","6,593","4,768","2,202","517","97"
"경기도 안산시 상록구 (4127100000)","320,773","320,773","5,669","7,870","12,557","15,068","18,338","24,625","23,709","17,342","19,578","23,721","29,775","34,127","30,089","24,345","13,244","8,429","6,251","3,985","1,605","371","75","163,776","163,776","2,865","4,044","6,387","7,686","9,570","13,371","13,286","9,560","10,261","12,312","14,874","16,972","15,659","12,637","6,435","3,775","2,395","1,198","395","75","19","156,997","156,997","2,804","3,826","6,170","7,382","8,768","11,254","10,423","7,782","9,317","11,409","14,901","17,155","14,430","11,708","6,809","4,654","3,856","2,787","1,210","296","56"
"경기도 안산시 단원구 (4127300000)","288,467","288,467","6,944","8,053","10,854","13,242","14,896","21,651","23,140","18,865","18,805","21,387","25,910","29,154","26,216","21,684","11,737","6,957","4,524","2,869","1,268","258","53","148,229","148,229","3,494","4,135","5,490","6,918","7,677","11,640","12,830","10,432","10,143","11,078","13,149","14,452","13,492","11,295","5,799","3,205","1,787","888","276","37","12","140,238","140,238","3,450","3,918","5,364","6,324","7,219","10,011","10,310","8,433","8,662","10,309","12,761","14,702","12,724","10,389","5,938","3,752","2,737","1,981","992","221","41"
"경기도 고양시 (4128000000)","1,057,438","1,057,438","26,718","33,286","46,324","48,661","49,092","67,265","75,323","68,825","74,904","81,175","93,646","99,639","87,702","76,277","46,929","31,554","24,708","16,998","6,809","1,436","167","513,999","513,999","13,748","16,933","23,651","24,700","24,633","33,474","38,025","34,285","37,242","39,447","45,075","48,262","42,957","37,895","22,670","13,445","9,499","5,732","1,972","320","34","543,439","543,439","12,970","16,353","22,673","23,961","24,459","33,791","37,298","34,540","37,662","41,728","48,571","51,377","44,745","38,382","24,259","18,109","15,209","11,266","4,837","1,116","133"
"경기도 고양시 덕양구 (4128100000)","483,048","483,048","13,881","16,176","20,393","20,082","20,833","29,139","35,906","34,323","36,431","37,048","40,653","42,913","38,863","35,189","22,745","15,424","11,809","7,670","2,908","587","75","236,436","236,436","7,129","8,288","10,374","10,184","10,456","14,561","17,992","17,205","18,454","18,511","20,046","21,116","19,180","17,359","10,815","6,634","4,549","2,647","810","112","14","246,612","246,612","6,752","7,888","10,019","9,898","10,377","14,578","17,914","17,118","17,977","18,537","20,607","21,797","19,683","17,830","11,930","8,790","7,260","5,023","2,098","475","61"
"경기도 고양시 일산동구 (4128500000)","298,269","298,269","7,131","9,127","12,839","13,847","14,128","20,574","22,089","19,273","20,551","22,955","26,874","28,599","25,057","21,119","12,517","8,119","6,399","4,555","2,009","457","50","144,435","144,435","3,689","4,581","6,612","7,048","6,924","10,044","11,110","9,560","10,161","11,022","12,823","13,729","12,236","10,570","6,196","3,469","2,485","1,480","577","107","12","153,834","153,834","3,442","4,546","6,227","6,799","7,204","10,530","10,979","9,713","10,390","11,933","14,051","14,870","12,821","10,549","6,321","4,650","3,914","3,075","1,432","350","38"
"경기도 고양시 일산서구 (4128700000)","276,121","276,121","5,706","7,983","13,092","14,732","14,131","17,552","17,328","15,229","17,922","21,172","26,119","28,127","23,782","19,969","11,667","8,011","6,500","4,773","1,892","392","42","133,128","133,128","2,930","4,064","6,665","7,468","7,253","8,869","8,923","7,520","8,627","9,914","12,206","13,417","11,541","9,966","5,659","3,342","2,465","1,605","585","101","8","142,993","142,993","2,776","3,919","6,427","7,264","6,878","8,683","8,405","7,709","9,295","11,258","13,913","14,710","12,241","10,003","6,008","4,669","4,035","3,168","1,307","291","34"
"경기도 과천시 (4129000000)","80,832","80,832","3,423","4,678","4,580","3,751","3,519","4,609","5,976","6,505","6,972","6,089","5,830","6,058","5,637","5,066","3,126","2,025","1,467","936","459","107","19","39,352","39,352","1,744","2,389","2,321","1,922","1,745","2,333","2,897","3,101","3,425","3,035","2,814","2,833","2,782","2,438","1,540","906","610","343","147","23","4","41,480","41,480","1,679","2,289","2,259","1,829","1,774","2,276","3,079","3,404","3,547","3,054","3,016","3,225","2,855","2,628","1,586","1,119","857","593","312","84","15"
"경기도 구리시 (4131000000)","187,782","187,782","4,554","5,522","7,894","8,222","8,560","12,471","14,380","12,038","13,334","14,512","15,899","17,345","15,843","14,579","9,251","5,917","4,144","2,328","810","155","24","92,978","92,978","2,339","2,862","4,049","4,233","4,356","6,237","7,448","6,246","6,818","7,297","7,782","8,367","7,930","7,127","4,440","2,613","1,700","859","230","38","7","94,804","94,804","2,215","2,660","3,845","3,989","4,204","6,234","6,932","5,792","6,516","7,215","8,117","8,978","7,913","7,452","4,811","3,304","2,444","1,469","580","117","17"
"경기도 남양주시 (4136000000)","727,440","727,440","18,549","26,106","38,521","39,875","34,637","40,233","43,272","40,884","53,736","64,228","66,497","63,844","54,508","50,874","35,741","24,476","17,010","9,950","3,545","823","131","359,199","359,199","9,419","13,453","19,697","20,419","17,911","20,647","22,231","20,325","26,348","31,647","33,462","31,987","27,645","24,585","16,685","10,984","7,078","3,516","967","168","25","368,241","368,241","9,130","12,653","18,824","19,456","16,726","19,586","21,041","20,559","27,388","32,581","33,035","31,857","26,863","26,289","19,056","13,492","9,932","6,434","2,578","655","106"
"경기도 풍양출장소 (4136200000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 오산시 (4137000000)","253,590","253,590","8,051","9,858","13,756","13,645","12,100","16,500","21,031","20,149","23,005","23,898","22,263","19,722","15,546","13,477","8,296","5,400","3,795","2,152","764","155","27","132,360","132,360","4,159","5,080","6,971","7,019","6,398","9,153","11,924","11,074","12,493","12,849","11,726","10,173","8,014","6,560","3,930","2,401","1,472","729","204","29","2","121,230","121,230","3,892","4,778","6,785","6,626","5,702","7,347","9,107","9,075","10,512","11,049","10,537","9,549","7,532","6,917","4,366","2,999","2,323","1,423","560","126","25"
"경기도 시흥시 (4139000000)","514,831","514,831","15,949","21,043","26,523","25,518","24,546","31,920","37,679","36,184","43,201","45,215","45,434","46,848","40,065","31,857","17,741","10,795","7,328","4,687","1,817","415","66","268,030","268,030","8,243","10,604","13,534","13,098","13,232","17,331","20,563","19,250","23,018","24,344","24,058","24,078","21,298","16,885","8,785","4,960","2,857","1,427","394","59","12","246,801","246,801","7,706","10,439","12,989","12,420","11,314","14,589","17,116","16,934","20,183","20,871","21,376","22,770","18,767","14,972","8,956","5,835","4,471","3,260","1,423","356","54"
"경기도 군포시 (4141000000)","249,462","249,462","5,323","6,506","10,122","11,779","12,294","16,667","18,497","15,496","16,285","18,572","21,440","23,244","21,422","20,301","12,357","7,844","5,633","3,663","1,635","343","39","123,498","123,498","2,727","3,301","5,217","6,118","6,395","8,776","9,976","8,224","8,327","9,177","10,387","11,202","10,406","9,739","5,916","3,601","2,239","1,231","450","79","10","125,964","125,964","2,596","3,205","4,905","5,661","5,899","7,891","8,521","7,272","7,958","9,395","11,053","12,042","11,016","10,562","6,441","4,243","3,394","2,432","1,185","264","29"
"경기도 의왕시 (4143000000)","164,221","164,221","5,888","5,658","6,531","6,876","7,167","10,225","12,980","12,401","11,709","10,962","12,619","14,448","13,856","13,241","8,248","4,912","3,320","2,045","876","221","38","81,020","81,020","3,010","2,954","3,306","3,533","3,682","5,295","6,649","6,321","6,109","5,503","6,041","6,753","6,642","6,442","4,066","2,322","1,425","708","213","40","6","83,201","83,201","2,878","2,704","3,225","3,343","3,485","4,930","6,331","6,080","5,600","5,459","6,578","7,695","7,214","6,799","4,182","2,590","1,895","1,337","663","181","32"
"경기도 하남시 (4145000000)","327,495","327,495","10,913","14,615","18,176","15,771","13,283","19,138","23,881","24,767","29,621","29,762","26,200","23,774","21,208","21,482","15,150","9,764","5,549","2,950","1,145","302","44","162,376","162,376","5,717","7,550","9,101","7,926","6,636","9,414","11,862","12,146","14,852","15,141","13,535","11,922","10,404","10,253","7,163","4,829","2,521","1,058","298","42","6","165,119","165,119","5,196","7,065","9,075","7,845","6,647","9,724","12,019","12,621","14,769","14,621","12,665","11,852","10,804","11,229","7,987","4,935","3,028","1,892","847","260","38"
"경기도 용인시 (4146000000)","1,090,211","1,090,211","30,183","40,502","58,963","62,352","57,393","67,578","70,816","67,540","82,609","95,630","99,961","92,935","72,495","63,067","45,935","34,761","25,572","14,958","5,577","1,225","159","540,011","540,011","15,342","20,669","30,080","31,778","29,878","35,516","36,799","33,910","40,615","46,867","49,517","46,305","36,644","30,706","20,803","15,217","11,136","6,047","1,885","264","33","550,200","550,200","14,841","19,833","28,883","30,574","27,515","32,062","34,017","33,630","41,994","48,763","50,444","46,630","35,851","32,361","25,132","19,544","14,436","8,911","3,692","961","126"
"경기도 용인시 처인구 (4146100000)","286,391","286,391","7,881","9,669","12,736","14,633","14,315","17,699","19,562","18,175","21,247","22,919","24,621","25,221","22,750","20,630","13,780","8,809","6,196","3,656","1,506","349","37","146,514","146,514","3,964","4,956","6,480","7,549","7,714","9,796","10,575","9,798","11,159","12,005","12,798","12,786","11,577","10,392","6,608","4,104","2,531","1,240","418","57","7","139,877","139,877","3,917","4,713","6,256","7,084","6,601","7,903","8,987","8,377","10,088","10,914","11,823","12,435","11,173","10,238","7,172","4,705","3,665","2,416","1,088","292","30"
"경기도 용인시 기흥구 (4146300000)","434,590","434,590","11,232","14,958","23,188","25,198","24,046","28,364","27,673","25,193","31,142","38,342","41,720","38,688","28,525","24,290","18,091","14,094","10,605","6,299","2,350","517","75","213,892","213,892","5,703","7,703","11,930","12,800","12,556","14,876","14,546","12,611","15,148","18,461","20,237","19,147","14,362","11,542","8,104","6,026","4,608","2,567","831","116","18","220,698","220,698","5,529","7,255","11,258","12,398","11,490","13,488","13,127","12,582","15,994","19,881","21,483","19,541","14,163","12,748","9,987","8,068","5,997","3,732","1,519","401","57"
"경기도 용인시 수지구 (4146500000)","369,230","369,230","11,070","15,875","23,039","22,521","19,032","21,515","23,581","24,172","30,220","34,369","33,620","29,026","21,220","18,147","14,064","11,858","8,771","5,003","1,721","359","47","179,605","179,605","5,675","8,010","11,670","11,429","9,608","10,844","11,678","11,501","14,308","16,401","16,482","14,372","10,705","8,772","6,091","5,087","3,997","2,240","636","91","8","189,625","189,625","5,395","7,865","11,369","11,092","9,424","10,671","11,903","12,671","15,912","17,968","17,138","14,654","10,515","9,375","7,973","6,771","4,774","2,763","1,085","268","39"
"경기도 파주시 (4148000000)","533,387","533,387","16,464","21,726","28,394","27,513","23,613","30,861","36,841","37,539","43,597","44,770","45,906","44,225","37,482","33,657","21,929","15,584","11,907","7,758","2,880","662","79","268,382","268,382","8,413","11,079","14,507","13,961","12,385","16,441","18,919","19,290","22,954","22,943","23,343","22,802","19,121","16,737","10,348","6,815","4,741","2,637","776","150","20","265,005","265,005","8,051","10,647","13,887","13,552","11,228","14,420","17,922","18,249","20,643","21,827","22,563","21,423","18,361","16,920","11,581","8,769","7,166","5,121","2,104","512","59"
"경기도 이천시 (4150000000)","224,740","224,740","6,027","7,313","10,437","11,727","10,311","15,896","17,121","14,450","15,957","17,351","18,210","18,871","17,372","16,717","10,727","6,759","4,903","3,084","1,227","240","40","117,436","117,436","3,155","3,791","5,345","6,039","5,589","9,410","10,183","7,722","8,577","8,964","9,482","9,736","8,990","8,527","5,321","3,130","2,020","1,054","337","52","12","107,304","107,304","2,872","3,522","5,092","5,688","4,722","6,486","6,938","6,728","7,380","8,387","8,728","9,135","8,382","8,190","5,406","3,629","2,883","2,030","890","188","28"
"경기도 안성시 (4155000000)","198,785","198,785","4,561","5,673","8,367","9,436","9,996","11,867","12,578","11,284","13,398","15,571","16,688","17,762","16,327","16,180","11,207","7,239","5,248","3,623","1,469","270","41","102,860","102,860","2,381","2,938","4,273","4,892","5,328","6,621","7,203","6,261","7,259","8,366","8,796","9,293","8,551","8,092","5,511","3,338","2,113","1,221","370","47","6","95,925","95,925","2,180","2,735","4,094","4,544","4,668","5,246","5,375","5,023","6,139","7,205","7,892","8,469","7,776","8,088","5,696","3,901","3,135","2,402","1,099","223","35"
"경기도 김포시 (4157000000)","484,042","484,042","14,328","21,650","30,503","26,160","19,785","25,603","29,823","31,931","43,556","46,898","41,161","36,060","31,895","30,621","21,405","14,681","9,754","5,600","2,062","503","63","241,341","241,341","7,399","11,181","15,375","13,391","10,113","12,970","15,160","15,674","21,596","23,943","21,541","18,293","16,034","14,957","9,922","6,815","4,199","2,095","574","95","14","242,701","242,701","6,929","10,469","15,128","12,769","9,672","12,633","14,663","16,257","21,960","22,955","19,620","17,767","15,861","15,664","11,483","7,866","5,555","3,505","1,488","408","49"
"경기도 화성시 (4159000000)","998,746","998,746","40,320","47,947","61,678","56,739","44,329","64,081","83,563","82,152","92,689","93,839","82,508","71,334","56,477","48,668","30,194","18,516","12,218","7,591","3,163","656","84","517,392","517,392","20,540","24,589","31,378","28,889","23,135","34,714","45,362","42,979","47,909","49,557","43,826","37,719","29,922","24,874","14,895","8,568","5,020","2,595","801","109","11","481,354","481,354","19,780","23,358","30,300","27,850","21,194","29,367","38,201","39,173","44,780","44,282","38,682","33,615","26,555","23,794","15,299","9,948","7,198","4,996","2,362","547","73"
"경기도 화성시 만세구 (4159100000)","234,482","234,482","6,467","9,057","12,012","11,268","8,866","14,394","16,189","15,506","19,062","20,401","19,925","19,830","18,209","16,896","10,434","6,577","4,588","3,147","1,334","287","33","127,823","127,823","3,293","4,640","6,144","5,816","4,905","8,601","9,745","8,709","10,528","11,593","11,469","11,242","10,127","9,087","5,385","3,205","1,871","1,056","339","62","6","106,659","106,659","3,174","4,417","5,868","5,452","3,961","5,793","6,444","6,797","8,534","8,808","8,456","8,588","8,082","7,809","5,049","3,372","2,717","2,091","995","225","27"
